"callee_name","callee_file","caller_name","caller_file","caller_start_line","caller_end_line"
"copy","superset/models/helpers.py","import_dashboard","superset/commands/dashboard/importers/v0.py",84,89
"copy","superset/models/helpers.py","GET_FEATURE_FLAGS_FUNC","tests/integration_tests/superset_test_config_thumbnails.py",48,48
"copy","superset/models/helpers.py","GET_FEATURE_FLAGS_FUNC","tests/integration_tests/superset_test_config.py",82,82
"update","superset/commands/temporary_cache/update.py","cast_json_column_to_text","superset/migrations/shared/utils.py",643,650
"update","superset/commands/temporary_cache/update.py","cast_text_column_to_json","superset/migrations/shared/utils.py",566,572
"update","superset/commands/temporary_cache/update.py","run","superset/commands/theme/set_system_theme.py",39,39
"update","superset/commands/temporary_cache/update.py","run","superset/commands/theme/set_system_theme.py",70,70
"update","superset/commands/temporary_cache/update.py","run","superset/commands/theme/set_system_theme.py",97,97
"update","superset/commands/temporary_cache/update.py","run","superset/commands/theme/set_system_theme.py",114,114
"update","superset/daos/dataset.py","cast_json_column_to_text","superset/migrations/shared/utils.py",643,650
"update","superset/daos/dataset.py","cast_text_column_to_json","superset/migrations/shared/utils.py",566,572
"update","superset/daos/dataset.py","run","superset/commands/theme/set_system_theme.py",39,39
"update","superset/daos/dataset.py","run","superset/commands/theme/set_system_theme.py",70,70
"update","superset/daos/dataset.py","run","superset/commands/theme/set_system_theme.py",97,97
"update","superset/daos/dataset.py","run","superset/commands/theme/set_system_theme.py",114,114
"update","superset-core/src/superset_core/common/daos.py","cast_json_column_to_text","superset/migrations/shared/utils.py",643,650
"update","superset-core/src/superset_core/common/daos.py","cast_text_column_to_json","superset/migrations/shared/utils.py",566,572
"update","superset-core/src/superset_core/common/daos.py","run","superset/commands/theme/set_system_theme.py",39,39
"update","superset-core/src/superset_core/common/daos.py","run","superset/commands/theme/set_system_theme.py",70,70
"update","superset-core/src/superset_core/common/daos.py","run","superset/commands/theme/set_system_theme.py",97,97
"update","superset-core/src/superset_core/common/daos.py","run","superset/commands/theme/set_system_theme.py",114,114
